DATE,LongRate,ShortRate,CapitalFlow,Credit,term_spread,term_spread_risk,credit_growth,credit_risk,capital_flow_risk,crisis_score,alert
1999-01-31,4.72,4.34,0.0,3141.3875,0.3799999999999999,0,0.0745395972529932,0,0,0,GREEN
1999-02-28,5.0,4.44,0.0,3141.3348,0.5599999999999996,0,0.06524797947454397,0,0,0,GREEN
1999-03-31,5.23,4.44,0.0,3170.2875,0.79,0,0.06866270036619793,0,0,0,GREEN
1999-04-30,5.18,4.29,0.0,3172.9218,0.8899999999999997,0,0.0630970519287295,0,0,0,GREEN
1999-05-31,5.54,4.5,0.0,3181.1713,1.04,0,0.061388527725188435,0,0,0,GREEN
1999-06-30,5.9,4.57,0.0,3206.4288,1.33,0,0.06256222995026639,0,0,0,GREEN
1999-07-31,5.79,4.55,0.0,3215.7435,1.2400000000000002,0,0.059873803653593516,0,0,0,GREEN
1999-08-31,5.94,4.72,0.0,3234.8932,1.2200000000000006,0,0.057859638287699244,0,0,0,GREEN
1999-09-30,5.92,4.68,0.0,3269.4845,1.2400000000000002,0,0.06373056551464473,0,0,0,GREEN
1999-10-31,6.11,4.86,0.0,3288.8472,1.25,0,0.05538300181300704,0,0,0,GREEN
1999-11-30,6.03,5.07,0.0,3327.7889,0.96,0,0.0606653993970907,0,0,0,GREEN
1999-12-31,6.28,5.2,0.0,3373.1792,1.08,0,0.07321539535896071,0,0,0,GREEN
2000-01-31,6.66,5.32,0.0,3400.9007,1.3399999999999999,0,0.08261101185383857,0,0,0,GREEN
2000-02-29,6.52,5.55,0.0,3425.5885,0.9699999999999998,0,0.09048818992486884,0,0,0,GREEN
2000-03-31,6.26,5.69,0.0,3460.477,0.5699999999999994,0,0.09153412742535183,0,0,0,GREEN
2000-04-30,5.99,5.66,0.0,3510.5678,0.33000000000000007,0,0.10641485081668245,1,0,1,YELLOW
2000-05-31,6.44,5.79,0.0,3554.3454,0.6500000000000004,0,0.11730713778286628,1,0,1,YELLOW
2000-06-30,6.1,5.69,0.0,3581.9801,0.40999999999999925,0,0.11712447817334981,1,0,1,YELLOW
2000-07-31,6.05,5.96,0.0,3607.819,0.08999999999999986,0,0.12192374796061944,1,0,1,YELLOW
2000-08-31,5.83,6.09,0.0,3626.3253,-0.2599999999999998,1,0.12100309834030987,1,0,2,RED
2000-09-30,5.8,6.0,0.0,3654.3034,-0.20000000000000018,1,0.11770017566989521,1,0,2,RED
2000-10-31,5.74,6.11,0.0,3654.4894,-0.3700000000000001,1,0.11117640247926386,1,0,2,RED
2000-11-30,5.72,6.17,0.0,3673.6256,-0.4500000000000002,1,0.10392386969017164,1,0,2,RED
2000-12-31,5.24,5.77,0.0,3703.2913,-0.5299999999999994,1,0.09786378974470122,0,0,1,YELLOW
2001-01-31,5.16,5.15,0.0,3722.1943,0.009999999999999787,0,0.09447309061390707,0,0,0,GREEN
2001-02-28,5.1,4.88,0.0,3740.5271,0.21999999999999975,0,0.09193707884061375,0,0,0,GREEN
2001-03-31,4.89,4.42,0.0,3740.3289,0.46999999999999975,0,0.08087090305758426,0,0,0,GREEN
2001-04-30,5.14,3.87,0.0,3754.3478,1.2699999999999996,0,0.06944175811103848,0,0,0,GREEN
2001-05-31,5.39,3.62,0.0,3763.1027,1.7699999999999996,0,0.05873298076208333,0,0,0,GREEN
2001-06-30,5.28,3.49,0.0,3755.3351,1.79,0,0.04839641627266422,0,0,0,GREEN
2001-07-31,5.24,3.51,0.0,3739.5983,1.7300000000000004,0,0.036526028606202354,0,0,0,GREEN
2001-08-31,4.97,3.36,0.0,3722.7605,1.6099999999999999,0,0.026593091358902532,0,0,0,GREEN
2001-09-30,4.73,2.64,0.0,3763.5241,2.0900000000000003,0,0.029888240806715816,0,0,0,GREEN
2001-10-31,4.57,2.16,0.0,3740.1808,2.41,0,0.023448255178958766,0,0,0,GREEN
2001-11-30,4.65,1.87,0.0,3756.8414,2.7800000000000002,0,0.02265222672664291,0,0,0,GREEN
2001-12-31,5.09,1.69,0.0,3753.9188,3.4,0,0.01367094724630502,0,0,0,GREEN
2002-01-31,5.04,1.65,0.0,3740.3836,3.39,0,0.004886714269590975,0,0,0,GREEN
2002-02-28,4.91,1.72,0.0,3755.0285,3.1900000000000004,0,0.0038768332944305595,0,0,0,GREEN
2002-03-31,5.28,1.79,0.0,3763.6937,3.49,0,0.006246723383069197,0,0,0,GREEN
2002-04-30,5.21,1.71,0.0,3759.6423,3.5,0,0.001410231625317282,0,0,0,GREEN
2002-05-31,5.16,1.73,0.0,3753.7627,3.43,0,-0.0024819944457002974,0,0,0,GREEN
2002-06-30,4.93,1.7,0.0,3778.6204,3.2299999999999995,0,0.006200591792727028,0,0,0,GREEN
2002-07-31,4.65,1.68,0.0,3788.1948,2.9700000000000006,0,0.01299511233599615,0,0,0,GREEN
2002-08-31,4.26,1.62,0.0,3830.0877,2.6399999999999997,0,0.02883000397151525,0,0,0,GREEN
2002-09-30,3.87,1.63,0.0,3857.5165,2.24,0,0.024974571041009197,0,0,0,GREEN
2002-10-31,3.94,1.58,0.0,3913.0202,2.36,0,0.04621150934735563,0,0,0,GREEN
2002-11-30,4.05,1.23,0.0,3952.5848,2.82,0,0.05210318433990868,0,0,0,GREEN
2002-12-31,4.03,1.19,10637.0,3972.5465,2.8400000000000003,0,0.05823985857126157,0,0,0,GREEN
2003-01-31,4.05,1.17,28384.0,3985.4629,2.88,0,0.06552250416240724,0,0,0,GREEN
2003-02-28,3.9,1.17,20370.0,4004.9692,2.73,0,0.06656159866696099,0,0,0,GREEN
2003-03-31,3.81,1.13,21000.0,4005.836,2.68,0,0.06433634596779214,0,0,0,GREEN
2003-04-30,3.96,1.13,36342.0,4052.6094,2.83,0,0.07792419507568571,0,0,0,GREEN
2003-05-31,3.57,1.07,26694.0,4072.8867,2.5,0,0.08501443098680683,0,0,0,GREEN
2003-06-30,3.33,0.92,27348.0,4087.5929,2.41,0,0.08176859998956232,0,0,0,GREEN
2003-07-31,3.98,0.9,31056.0,4139.7658,3.08,0,0.09280700137173503,0,0,0,GREEN
2003-08-31,4.45,0.95,22868.0,4155.4586,3.5,0,0.08495129236857935,0,0,0,GREEN
2003-09-30,4.27,0.94,23212.0,4144.7279,3.3299999999999996,0,0.07445500233116298,0,0,0,GREEN
2003-10-31,4.29,0.92,26380.0,4095.1189,3.37,0,0.04653661128557429,0,0,0,GREEN
2003-11-30,4.3,0.93,20430.0,4123.0107,3.3699999999999997,0,0.04311758219583295,0,0,0,GREEN
2003-12-31,4.27,0.9,26584.0,4193.8067,3.3699999999999997,0,0.05569732160466856,0,0,0,GREEN
2004-01-31,4.15,0.88,22732.0,4210.6364,3.2700000000000005,0,0.0564987068377929,0,0,0,GREEN
2004-02-29,4.08,0.93,20384.0,4237.3717,3.15,0,0.0580285361495414,0,0,0,GREEN
2004-03-31,3.83,0.94,27499.0,4290.2218,2.89,0,0.07099287140062671,0,0,0,GREEN
2004-04-30,4.35,0.94,24242.0,4334.9108,3.4099999999999997,0,0.06965916823861673,0,0,0,GREEN
2004-05-31,4.72,1.02,22005.0,4380.685,3.6999999999999997,0,0.07557251715349711,0,0,0,GREEN
2004-06-30,4.73,1.27,27980.0,4414.2338,3.4600000000000004,0,0.07991033060068187,0,0,0,GREEN
2004-07-31,4.5,1.33,19840.0,4433.6528,3.17,0,0.07099121404404074,0,0,0,GREEN
2004-08-31,4.28,1.48,19010.0,4477.9696,2.8000000000000003,0,0.07761140972503022,0,0,0,GREEN
2004-09-30,4.13,1.65,27565.0,4517.4177,2.48,0,0.08991900288556942,0,0,0,GREEN
2004-10-31,4.1,1.76,20196.0,4549.9758,2.34,0,0.11107294100789122,1,0,1,YELLOW
2004-11-30,4.19,2.07,19530.0,4584.046,2.1200000000000006,0,0.11182005906509063,1,0,1,YELLOW
2004-12-31,4.23,2.19,25014.0,4654.7088,2.0400000000000005,0,0.10990065421947093,1,0,1,YELLOW
2005-01-31,4.22,2.33,20828.0,4685.5999,1.8899999999999997,0,0.1128008820709383,1,0,1,YELLOW
2005-02-28,4.17,2.54,20157.0,4738.0487,1.63,0,0.118157441793459,1,0,1,YELLOW
2005-03-31,4.5,2.74,24181.0,4794.5031,1.7599999999999998,0,0.11754201146430221,1,0,1,YELLOW
2005-04-30,4.34,2.78,21258.0,4831.4814,1.56,0,0.11455151510845396,1,0,1,YELLOW
2005-05-31,4.14,2.84,20001.0,4868.5313,1.2999999999999998,0,0.11136301742763965,1,0,1,YELLOW
2005-06-30,4.0,2.97,24947.0,4913.3857,1.0299999999999998,0,0.11307781205426859,1,0,1,YELLOW
2005-07-31,4.18,3.22,18984.0,5000.8923,0.9599999999999995,0,0.12793954005600083,1,0,1,YELLOW
2005-08-31,4.26,3.44,24896.0,5052.1834,0.8199999999999998,0,0.12823083926250844,1,0,1,YELLOW
2005-09-30,4.2,3.42,21444.0,5093.3023,0.7800000000000002,0,0.12748092787611842,1,0,1,YELLOW
2005-10-31,4.46,3.71,19348.0,5124.1127,0.75,0,0.12618460520163644,1,0,1,YELLOW
2005-11-30,4.54,3.88,24702.0,5160.9441,0.6600000000000001,0,0.12584910797142945,1,0,1,YELLOW
2005-12-31,4.47,3.89,20583.0,5236.3643,0.5799999999999996,0,0.12496066348984058,1,0,1,YELLOW
2006-01-31,4.42,4.24,19653.0,5261.9667,0.17999999999999972,0,0.12300811257913846,1,0,1,YELLOW
2006-02-28,4.57,4.43,20706.0,5296.32,0.14000000000000057,0,0.11782726082996975,1,0,1,YELLOW
2006-03-31,4.72,4.51,25129.0,5364.1765,0.20999999999999996,0,0.11881802725291801,1,0,1,YELLOW
2006-04-30,4.99,4.6,20306.0,5418.3249,0.39000000000000057,0,0.12146243593114114,1,0,1,YELLOW
2006-05-31,5.11,4.72,26055.0,5481.0067,0.39000000000000057,0,0.12580290897996282,1,0,1,YELLOW
2006-06-30,5.11,4.79,20134.0,5512.8068,0.3200000000000003,0,0.12199756676948859,1,0,1,YELLOW
2006-07-31,5.09,4.95,20452.0,5552.994,0.13999999999999968,0,0.11040063790215981,1,0,1,YELLOW
2006-08-31,4.88,4.96,24202.0,5591.0333,-0.08000000000000007,1,0.10665683672528603,1,0,2,RED
2006-09-30,4.72,4.81,19673.0,5611.5575,-0.08999999999999986,1,0.1017522953624801,1,0,2,RED
2006-10-31,4.73,4.92,21857.0,5744.8934,-0.1899999999999995,1,0.12114891618211288,1,0,2,RED
2006-11-30,4.6,4.94,24669.0,5808.6199,-0.34000000000000075,1,0.12549560457358955,1,0,2,RED
2006-12-31,4.56,4.85,21106.0,5880.5452,-0.29000000000000004,1,0.12302064239495314,1,0,2,RED
2007-01-31,4.76,4.98,24677.0,5900.1872,-0.22000000000000064,1,0.12128934605382446,1,0,2,RED
2007-02-28,4.72,5.03,19725.0,5933.7624,-0.3100000000000005,1,0.12035571868769268,1,0,2,RED
2007-03-31,4.56,4.94,20161.0,5871.1433,-0.3800000000000008,1,0.0945097164494868,0,0,1,YELLOW
2007-04-30,4.69,4.87,21429.0,5941.2566,-0.17999999999999972,1,0.09651169127934733,0,0,1,YELLOW
2007-05-31,4.75,4.73,34348.0,5992.3095,0.019999999999999574,0,0.09328629355625506,0,0,0,GREEN
2007-06-30,5.1,4.61,20294.0,6045.5388,0.4899999999999993,0,0.09663534735155244,0,0,0,GREEN
2007-07-31,5.0,4.82,18745.0,6096.7478,0.17999999999999972,0,0.09792083333783541,0,0,0,GREEN
2007-08-31,4.67,4.2,24538.0,6214.4476,0.46999999999999975,0,0.11150251957898383,1,0,1,YELLOW
2007-09-30,4.52,3.89,19617.0,6292.6433,0.6299999999999994,0,0.1213719720416302,1,0,1,YELLOW
2007-10-31,4.53,3.9,24885.0,6384.3749,0.6300000000000003,0,0.1113130315002886,1,0,1,YELLOW
2007-11-30,4.15,3.27,20397.0,6430.1602,0.8800000000000003,0,0.10700309379858042,1,0,1,YELLOW
2007-12-31,4.1,3.0,22146.0,6488.7249,1.0999999999999996,0,0.10342233233748477,1,0,1,YELLOW
2008-01-31,3.74,2.75,28995.0,6543.6038,0.9900000000000002,0,0.10905020098345353,1,0,1,YELLOW
2008-02-29,3.74,2.12,19465.0,6587.0213,1.62,0,0.1100918533576607,1,0,1,YELLOW
2008-03-31,3.51,1.26,20824.0,6625.4511,2.25,0,0.12847715708114293,1,0,1,YELLOW
2008-04-30,3.68,1.29,26188.0,6643.5346,2.39,0,0.1182036136934399,1,0,1,YELLOW
2008-05-31,3.88,1.73,19187.0,6613.9529,2.15,0,0.10374020233767967,1,0,1,YELLOW
2008-06-30,4.1,1.86,19689.0,6606.601,2.2399999999999993,0,0.09280598778060933,0,0,0,GREEN
2008-07-31,4.01,1.63,25446.0,6624.741,2.38,0,0.08660243416990276,0,0,0,GREEN
2008-08-31,3.89,1.72,19332.0,6644.3905,2.17,0,0.06918441149942267,0,0,0,GREEN
2008-09-30,3.69,1.13,19498.0,6735.6601,2.56,0,0.07040233791735817,0,0,0,GREEN
2008-10-31,3.81,0.67,147779.0,7007.7221,3.14,0,0.09763637157335481,0,0,0,GREEN
2008-11-30,3.53,0.19,218572.0,6968.7602,3.34,0,0.08376152121373259,0,0,0,GREEN
2008-12-31,2.42,0.03,430372.0,6890.0291,2.39,0,0.06184638834048872,0,0,0,GREEN
2009-01-31,2.52,0.13,194012.0,6907.8211,2.39,0,0.055660047755336395,0,0,0,GREEN
2009-02-28,2.87,0.3,145088.0,6904.1775,2.5700000000000003,0,0.048148652563185124,0,0,0,GREEN
2009-03-31,2.82,0.21,252115.0,6836.7271,2.61,0,0.03188854567200705,0,0,0,GREEN
2009-04-30,2.93,0.16,275470.0,6883.6146,2.77,0,0.03613738987676829,0,0,0,GREEN
2009-05-31,3.29,0.18,239672.0,6851.1735,3.11,0,0.035866690251150635,0,0,0,GREEN
2009-06-30,3.72,0.18,224893.0,6767.5299,3.54,0,0.024358804171767057,0,0,0,GREEN
2009-07-31,3.56,0.18,267215.0,6690.7593,3.38,0,0.009965416006452177,0,0,0,GREEN
2009-08-31,3.59,0.17,175069.0,6613.165,3.42,0,-0.004699528120750918,0,0,0,GREEN
2009-09-30,3.4,0.12,168936.0,6511.0419,3.28,0,-0.03334761503182149,0,0,0,GREEN
2009-10-31,3.39,0.07,191454.0,6450.9849,3.3200000000000003,0,-0.07944624402271883,0,0,0,GREEN
2009-11-30,3.4,0.05,211686.0,6509.7844,3.35,0,-0.0658619018057186,0,0,0,GREEN
2009-12-31,3.59,0.05,360251.0,6428.7285,3.54,0,-0.06695190880979007,0,0,0,GREEN
2010-01-31,3.73,0.06,593671.0,6363.6082,3.67,0,-0.07878213580256155,0,0,0,GREEN
2010-02-28,3.69,0.11,268739.0,6302.7472,3.58,0,-0.0871110715215534,0,0,0,GREEN
2010-03-31,3.73,0.15,230702.0,6717.9372,3.58,0,-0.01737525840398102,0,0,0,GREEN
2010-04-30,3.85,0.16,134007.0,6694.2326,3.69,0,-0.027511999291767397,0,0,0,GREEN
2010-05-31,3.42,0.16,158208.0,6652.0188,3.26,0,-0.0290686989608423,0,0,0,GREEN
2010-06-30,3.2,0.12,181094.0,6627.9717,3.08,0,-0.020621733787980823,0,0,0,GREEN
2010-07-31,3.01,0.16,137156.0,6597.7194,2.8499999999999996,0,-0.013905731147733857,0,0,0,GREEN
2010-08-31,2.7,0.16,110656.0,6598.8315,2.54,0,-0.002167419079971533,0,0,0,GREEN
2010-09-30,2.65,0.15,203469.0,6563.8697,2.5,0,0.00811357088640463,0,0,0,GREEN
2010-10-31,2.54,0.13,168758.0,6559.2491,2.41,0,0.016782584625178565,0,0,0,GREEN
2010-11-30,2.76,0.14,107039.0,6561.3507,2.6199999999999997,0,0.007921352971382634,0,0,0,GREEN
2010-12-31,3.29,0.14,265606.0,6542.2625,3.15,0,0.017660412941688186,0,0,0,GREEN
2011-01-31,3.39,0.15,355155.0,6507.2966,3.24,0,0.022579705645611625,0,0,0,GREEN
2011-02-28,3.58,0.13,265512.0,6489.7651,3.45,0,0.029672441883755063,0,0,0,GREEN
2011-03-31,3.41,0.1,270782.0,6477.6424,3.31,0,-0.03576913460876063,0,0,0,GREEN
2011-04-30,3.46,0.06,257641.0,6485.9427,3.4,0,-0.03111482860634396,0,0,0,GREEN
2011-05-31,3.17,0.04,390326.0,6486.0426,3.13,0,-0.024951252392732326,0,0,0,GREEN
2011-06-30,3.0,0.04,376434.0,6496.0152,2.96,0,-0.019909031898853846,0,0,0,GREEN
2011-07-31,3.0,0.04,294637.0,6522.3752,2.96,0,-0.011419733915934538,0,0,0,GREEN
2011-08-31,2.3,0.02,141610.0,6538.4239,2.28,0,-0.009154287391639038,0,0,0,GREEN
2011-09-30,1.98,0.01,154591.0,6548.1483,1.97,0,-0.0023951419998481382,0,0,0,GREEN
2011-10-31,2.15,0.02,173333.0,6576.0409,2.13,0,0.0025600186460368324,0,0,0,GREEN
2011-11-30,2.01,0.01,212707.0,6603.4395,1.9999999999999998,0,0.006414654836236711,0,0,0,GREEN
2011-12-31,1.98,0.01,260822.0,6616.8194,1.97,0,0.011396195123628994,0,0,0,GREEN
2012-01-31,1.97,0.03,354626.0,6630.7799,1.94,0,0.01897612904258894,0,0,0,GREEN
2012-02-29,1.97,0.09,358835.0,6716.1538,1.88,0,0.03488395905115271,0,0,0,GREEN
2012-03-31,2.17,0.08,265310.0,6717.9605,2.09,0,0.037099624394208774,0,0,0,GREEN
2012-04-30,2.05,0.08,232113.0,6734.977,1.9699999999999998,0,0.03839600679790167,0,0,0,GREEN
2012-05-31,1.8,0.09,491743.0,6767.7413,1.71,0,0.04343152171094289,0,0,0,GREEN
2012-06-30,1.62,0.09,346543.0,6777.2719,1.53,0,0.0432968044779205,0,0,0,GREEN
2012-07-31,1.53,0.1,295787.0,6792.589,1.43,0,0.04142874209383107,0,0,0,GREEN
2012-08-31,1.68,0.1,155354.0,6818.4073,1.5799999999999998,0,0.042821237087427244,0,0,0,GREEN
2012-09-30,1.72,0.11,215022.0,6820.5136,1.6099999999999999,0,0.04159424733859507,0,0,0,GREEN
2012-10-31,1.75,0.1,324258.0,6853.0257,1.65,0,0.042120297639876236,0,0,0,GREEN
2012-11-30,1.65,0.09,119003.0,6863.6431,1.5599999999999998,0,0.039404252889725155,0,0,0,GREEN
2012-12-31,1.72,0.07,183526.0,6903.7443,1.65,0,0.04336296378287119,0,0,0,GREEN
2013-01-31,1.91,0.07,328562.0,6936.2525,1.8399999999999999,0,0.046068879469215895,0,0,0,GREEN
2013-02-28,1.98,0.1,167076.0,6942.9782,1.88,0,0.033772960946784725,0,0,0,GREEN
2013-03-31,1.96,0.09,219178.0,6948.6705,1.8699999999999999,0,0.03434226801422846,0,0,0,GREEN
2013-04-30,1.76,0.06,346183.0,6965.7275,1.7,0,0.03426151269707378,0,0,0,GREEN
2013-05-31,1.93,0.04,437859.0,6980.6068,1.89,0,0.03145296053204638,0,0,0,GREEN
2013-06-30,2.3,0.05,249627.0,6995.7605,2.25,0,0.03223842915318187,0,0,0,GREEN
2013-07-31,2.58,0.04,396059.0,7020.6459,2.54,0,0.03357437053824408,0,0,0,GREEN
2013-08-31,2.74,0.04,213438.0,7014.2441,2.7,0,0.028721780818227183,0,0,0,GREEN
2013-09-30,2.81,0.02,164073.0,7032.4066,2.79,0,0.03106701524647648,0,0,0,GREEN
2013-10-31,2.62,0.05,177989.0,7071.2602,2.5700000000000003,0,0.03184498490936627,0,0,0,GREEN
2013-11-30,2.72,0.07,183187.0,7093.0712,2.6500000000000004,0,0.033426577789279266,0,0,0,GREEN
2013-12-31,2.9,0.07,236633.0,7112.9598,2.83,0,0.030304642076619093,0,0,0,GREEN
2014-01-31,2.86,0.04,471519.0,7139.6996,2.82,0,0.029330982400078476,0,0,0,GREEN
2014-02-28,2.71,0.05,204379.0,7199.2737,2.66,0,0.03691434606549682,0,0,0,GREEN
2014-03-31,2.72,0.05,291920.0,7244.6868,2.6700000000000004,0,0.0426004226276091,0,0,0,GREEN
2014-04-30,2.71,0.03,419576.0,7291.8729,2.68,0,0.04682144112011266,0,0,0,GREEN
2014-05-31,2.56,0.03,233965.0,7328.0544,2.5300000000000002,0,0.04977326612924249,0,0,0,GREEN
2014-06-30,2.6,0.04,272535.0,7365.7148,2.56,0,0.05288264228027817,0,0,0,GREEN
2014-07-31,2.54,0.03,349768.0,7414.8755,2.5100000000000002,0,0.056152896131679286,0,0,0,GREEN
2014-08-31,2.42,0.03,232599.0,7459.1511,2.39,0,0.06342907284906163,0,0,0,GREEN
2014-09-30,2.53,0.02,263194.0,7486.5294,2.51,0,0.06457573144305973,0,0,0,GREEN
2014-10-31,2.3,0.02,537426.0,7513.4485,2.28,0,0.06253316770891848,0,0,0,GREEN
2014-11-30,2.33,0.02,393637.0,7574.9738,2.31,0,0.06793990732815414,0,0,0,GREEN
2014-12-31,2.21,0.03,629450.0,7629.748,2.18,0,0.07265445251075375,0,0,0,GREEN
2015-01-31,1.88,0.03,706429.0,7672.8298,1.8499999999999999,0,0.07467123686828514,0,0,0,GREEN
2015-02-28,1.98,0.02,513129.0,7744.8999,1.96,0,0.07578906188828483,0,0,0,GREEN
2015-03-31,2.04,0.03,235827.0,7803.8089,2.0100000000000002,0,0.07717684910823186,0,0,0,GREEN
2015-04-30,1.94,0.02,550850.0,7852.823,1.92,0,0.07692812363748147,0,0,0,GREEN
2015-05-31,2.2,0.02,800935.0,7897.782,2.18,0,0.07774609315127368,0,0,0,GREEN
2015-06-30,2.36,0.02,811408.0,7941.4887,2.34,0,0.0781694534249413,0,0,0,GREEN
2015-07-31,2.32,0.03,978061.0,7974.396,2.29,0,0.07545919011047442,0,0,0,GREEN
2015-08-31,2.17,0.07,706288.0,8035.4147,2.1,0,0.07725592259419445,0,0,0,GREEN
2015-09-30,2.17,0.02,622234.0,8090.8897,2.15,0,0.08072636434180036,0,0,0,GREEN
2015-10-31,2.07,0.02,257323.0,8121.4106,2.05,0,0.08091651922549281,0,0,0,GREEN
2015-11-30,2.26,0.12,433432.0,8186.9955,2.1399999999999997,0,0.08079522334453482,0,0,0,GREEN
2015-12-31,2.24,0.23,1153798.0,8242.0418,2.0100000000000002,0,0.08025085494304673,0,0,0,GREEN
2016-01-31,2.09,0.26,1263517.0,8301.4824,1.8299999999999998,0,0.08193230090937242,0,0,0,GREEN
2016-02-29,1.78,0.31,1172871.0,8344.1549,1.47,0,0.077374143983449,0,0,0,GREEN
2016-03-31,1.89,0.29,1265900.0,8433.1629,1.5999999999999999,0,0.08064702865801854,0,0,0,GREEN
2016-04-30,1.81,0.23,1118909.0,8485.3041,1.58,0,0.08054187646913724,0,0,0,GREEN
2016-05-31,1.81,0.27,1215684.0,8536.0672,1.54,0,0.0808182854376076,0,0,0,GREEN
2016-06-30,1.64,0.27,1389487.0,8605.0956,1.3699999999999999,0,0.08356202786009126,0,0,0,GREEN
2016-07-31,1.5,0.3,1274010.0,8618.8271,1.2,0,0.0808125279958507,0,0,0,GREEN
2016-08-31,1.56,0.3,1348026.0,8666.0914,1.26,0,0.07848713769558135,0,0,0,GREEN
2016-09-30,1.63,0.29,1171384.0,8700.641,1.3399999999999999,0,0.07536270084116947,0,0,0,GREEN
2016-10-31,1.76,0.33,1524960.0,8743.8912,1.43,0,0.07664685738213994,0,0,0,GREEN
2016-11-30,2.14,0.45,2003532.0,8772.0081,1.6900000000000002,0,0.07145632362934595,0,0,0,GREEN
2016-12-31,2.49,0.51,1437056.0,8750.8487,1.9800000000000002,0,0.061733113268122475,0,0,0,GREEN
2017-01-31,2.43,0.51,1517413.0,8785.4834,1.9200000000000002,0,0.05830296044475114,0,0,0,GREEN
2017-02-28,2.42,0.52,1248787.0,8805.7051,1.9,0,0.05531419365189394,0,0,0,GREEN
2017-03-31,2.48,0.74,438309.0,8804.6944,1.74,0,0.044056008926378176,0,0,0,GREEN
2017-04-30,2.3,0.8,610190.0,8847.3751,1.4999999999999998,0,0.04267036227965004,0,0,0,GREEN
2017-05-31,2.3,0.89,967897.0,8875.6077,1.4099999999999997,0,0.03977715873651988,0,0,0,GREEN
2017-06-30,2.19,0.98,726730.0,8892.6132,1.21,0,0.03341248178579215,0,0,0,GREEN
2017-07-31,2.32,1.07,719843.0,8935.2326,1.2499999999999998,0,0.036710969639940805,0,0,0,GREEN
2017-08-31,2.21,1.01,604298.0,8964.9503,1.2,0,0.03448600830588999,0,0,0,GREEN
2017-09-30,2.2,1.03,400229.0,9011.7851,1.1700000000000002,0,0.03576105484641867,0,0,0,GREEN
2017-10-31,2.36,1.07,705505.0,9063.3483,1.2899999999999998,0,0.03653488963815099,0,0,0,GREEN
2017-11-30,2.35,1.23,881818.0,9096.1175,1.12,0,0.03694814189695084,0,0,0,GREEN
2017-12-31,2.4,1.32,549689.0,9123.4713,1.0799999999999998,0,0.042581309856265515,0,0,0,GREEN
2018-01-31,2.58,1.41,1184808.0,9154.8997,1.1700000000000002,0,0.042048488760447755,0,0,0,GREEN
2018-02-28,2.86,1.57,818914.0,9184.2751,1.2899999999999998,0,0.04299144653390696,0,0,0,GREEN
2018-03-31,2.84,1.7,1080312.0,9212.514,1.14,0,0.04631842758790117,0,0,0,GREEN
2018-04-30,2.87,1.76,1232844.0,9294.067,1.11,0,0.050488635889304634,0,0,0,GREEN
2018-05-31,2.98,1.86,1742779.0,9307.9235,1.1199999999999999,0,0.04870830422124217,0,0,0,GREEN
2018-06-30,2.91,1.9,1301974.0,9362.6073,1.0100000000000002,0,0.05285219197434565,0,0,0,GREEN
2018-07-31,2.89,1.96,1335845.0,9380.2783,0.9300000000000002,0,0.04980795911233482,0,0,0,GREEN
2018-08-31,2.89,2.03,1711729.0,9405.7368,0.8600000000000003,0,0.04916775723787348,0,0,0,GREEN
2018-09-30,3.0,2.13,1333327.0,9439.0432,0.8700000000000001,0,0.0474110395730587,0,0,0,GREEN
2018-10-31,3.15,2.25,1768595.0,9498.1694,0.8999999999999999,0,0.0479757685137181,0,0,0,GREEN
2018-11-30,3.12,2.33,1331876.0,9520.9912,0.79,0,0.046709346047915545,0,0,0,GREEN
2018-12-31,2.83,2.37,1397330.0,9599.4239,0.45999999999999996,0,0.0521679286698693,0,0,0,GREEN
2019-01-31,2.71,2.37,1880682.0,9646.5906,0.33999999999999986,0,0.05370795050873145,0,0,0,GREEN
2019-02-28,2.68,2.39,1355954.0,9684.6919,0.29000000000000004,0,0.05448625989001554,0,0,0,GREEN
2019-03-31,2.57,2.4,1080508.0,9707.8698,0.16999999999999993,0,0.0537698830091331,0,0,0,GREEN
2019-04-30,2.53,2.38,1236671.0,9725.4733,0.1499999999999999,0,0.04641738648968219,0,0,0,GREEN
2019-05-31,2.4,2.35,1603282.0,9774.6952,0.04999999999999982,0,0.050147780007001375,0,0,0,GREEN
2019-06-30,2.07,2.17,857898.0,9828.4265,-0.10000000000000009,1,0.049753149424519805,0,0,1,YELLOW
2019-07-31,2.06,2.1,1010551.0,9855.5434,-0.040000000000000036,1,0.05066641786097126,0,0,1,YELLOW
2019-08-31,1.63,1.95,533343.0,9883.8925,-0.32000000000000006,1,0.0508366021894211,0,0,1,YELLOW
2019-09-30,1.7,1.89,898497.0,9934.3458,-0.18999999999999995,1,0.052473814295075805,0,0,1,YELLOW
2019-10-31,1.71,1.65,1745823.0,9971.9336,0.06000000000000005,0,0.04987952731186285,0,0,0,GREEN
2019-11-30,1.81,1.54,1488738.0,10011.6106,0.27,0,0.05153028604836862,0,0,0,GREEN
2019-12-31,1.86,1.54,1374248.0,10030.9013,0.32000000000000006,0,0.04494825986380291,0,0,0,GREEN
2020-01-31,1.76,1.52,1936544.0,10053.7657,0.24,0,0.042209223640111704,0,0,0,GREEN
2020-02-29,1.5,1.52,1692729.0,10085.4443,-0.020000000000000018,1,0.04137998442676327,0,0,1,YELLOW
